acqMode,acqName,acqfromDt,acqtoDt,afterAcqSharesNo,afterAcqSharesPer,befAcqSharesNo,befAcqSharesPer,company,date,intimDt,personCategory,secAcq,secType,secVal,securitiesTypePost,symbol,tdpTransactionType
Market Sale,PRAHALADBHAI SHIVRAMBHAI PATEL,2025-08-04,2025-08-05,8735574,22.04,18934308,47.76,PSP Projects Limited,2025-08-07,2025-08-06,Promoters,10198734,Equity Shares,6504462790,Equity Shares,PSPPROJECT,Sell
Market Sale,Rahul Sharma,2025-08-05,2025-08-07,16500,0.02,19121,0.02,Dr. Lal Path Labs Ltd.,2025-08-07,2025-08-07,Director,2621,Equity Shares,8399108,Equity Shares,LALPATHLAB,Sell
Market Purchase,PRITI HARESH SHAH,2025-08-01,2025-08-01,1130654,11.9,1128601,11.88,Tokyo Plast International Limited,2025-08-07,2025-08-06,Promoters,2053,Equity Shares,121,Equity Shares,TOKYOPLAST,Buy
Market Purchase,PRITI HARESH SHAH,2025-08-06,2025-08-06,1167652,12.29,1160652,12.22,Tokyo Plast International Limited,2025-08-07,2025-08-06,Promoters,7000,Equity Shares,121,Equity Shares,TOKYOPLAST,Buy
Market Purchase,PRITI HARESH SHAH,2025-08-04,2025-08-04,1160652,12.22,1156323,12.17,Tokyo Plast International Limited,2025-08-07,2025-08-06,Promoters,4329,Equity Shares,122,Equity Shares,TOKYOPLAST,Buy
Market Purchase,PRITI HARESH SHAH,2025-08-06,2025-08-06,1168802,12.3,1167652,12.29,Tokyo Plast International Limited,2025-08-07,2025-08-06,Promoters,1150,Equity Shares,121,Equity Shares,TOKYOPLAST,Buy
Market Purchase,PRITI HARESH SHAH,2025-08-01,2025-08-01,1133313,11.93,1130654,11.9,Tokyo Plast International Limited,2025-08-07,2025-08-06,Promoters,2659,Equity Shares,122,Equity Shares,TOKYOPLAST,Buy
Market Purchase,PRITI HARESH SHAH,2025-08-04,2025-08-04,1156323,12.17,1133313,11.93,Tokyo Plast International Limited,2025-08-07,2025-08-06,Promoters,23010,Equity Shares,122,Equity Shares,TOKYOPLAST,Buy
Market Purchase,GOWRI TEKRIWAL,,,5008,0.02,4008,0.02,Monolithisch India Limited,2025-08-07,,Promoter Group,1000,Equity Shares,413000,Equity Shares,MONOLITH,Buy
Market Purchase,CLOSETTRUNK PRIVATE LIMITED,2025-08-04,2025-08-05,12723,0.08,11209,0.07,Nahar Capital and Financial Services Limited,2025-08-07,2025-08-07,Promoter Group,1514,Equity Shares,461474,Equity Shares,NAHARCAP,Buy
Market Purchase,CLOSETTRUNK PRIVATE LIMITED,2025-08-04,2025-08-05,11209,0.07,9232,0.06,Nahar Capital and Financial Services Limited,2025-08-07,2025-08-07,Promoter Group,1977,Equity Shares,601831,Equity Shares,NAHARCAP,Buy
Market Purchase,MANISH BINDAL,2025-08-05,2025-08-05,8886606,37.19,8884206,37.18,Tejas Cargo India Limited,2025-08-07,2025-08-06,Promoters,2400,Equity Shares,631869,Equity Shares,TEJASCARGO,Buy
Market Purchase,NAVJEET SINGH SOBTI HUF,2025-08-06,2025-08-06,100000,0.05,Nil,0,Almondz Global Securities Limited,2025-08-07,2025-08-07,Promoter Group,100000,Equity Shares,2150151,Equity Shares,ALMONDZ,Buy
Market Sale,Nikhil Ashokkumar Chopra,2025-08-04,2025-08-05,245122,0.16,300000,0.19,JB Chemicals & Pharmaceuticals Limited,2025-08-07,2025-08-06,Director,54878,Equity Shares,93380017,Equity Shares,JBCHEPHARM,Sell
Market Purchase,NAVJEET SINGH SOBTI HUF,2025-08-06,2025-08-06,140000,0.05,Nil,0,Avonmore Capital & Management Services  Limited,2025-08-07,2025-08-07,Promoter Group,140000,Equity Shares,2576091,Equity Shares,AVONMORE,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2128960,9.79,2126960,9.78,Monolithisch India Limited,2025-08-07,,Promoters,2000,Equity Shares,816000,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2132960,9.84,2126960,9.78,Monolithisch India Limited,2025-08-07,,Promoters,6000,Equity Shares,2460000,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2130960,9.8,2126960,9.78,Monolithisch India Limited,2025-08-07,,Promoters,4000,Equity Shares,1636000,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2128960,9.79,2126960,9.78,Monolithisch India Limited,2025-08-07,,Promoters,2000,Equity Shares,834000,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2127960,9.79,2126960,9.78,Monolithisch India Limited,2025-08-07,,Promoters,1000,Equity Shares,416500,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2127960,9.79,2126960,9.78,Monolithisch India Limited,2025-08-07,,Promoters,1000,Equity Shares,418000,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2127960,9.79,2126960,9.78,Monolithisch India Limited,2025-08-07,,Promoters,1000,Equity Shares,418650,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2128960,9.79,2126960,9.78,Monolithisch India Limited,2025-08-07,,Promoters,2000,Equity Shares,844000,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2127960,9.79,2126960,9.78,Monolithisch India Limited,2025-08-07,,Promoters,1000,Equity Shares,418800,Equity Shares,MONOLITH,Buy
Market Sale,Mudduraj Chandrashekhar Kulkarni  HUF,2025-08-05,2025-08-05,115000,2.88,165000,4.13,Master Components Limited,2025-08-07,2025-08-06,Promoters,50000,Equity Shares,17571941,Equity Shares,MASTER,Sell
Market Sale,Shrikant Hanmant Joshi HUF,2025-08-06,2025-08-06,40000,1,115000,2.88,Master Components Limited,2025-08-07,2025-08-07,Promoters,75000,Equity Shares,26191824,Equity Shares,MASTER,Sell
Market Sale,Mudduraj Chandrashekhar Kulkarni  HUF,2025-08-06,2025-08-06,40000,1,115000,2.88,Master Components Limited,2025-08-07,2025-08-07,Promoters,75000,Equity Shares,26191824,Equity Shares,MASTER,Sell
Market Sale,Shrikant Hanmant Joshi HUF,2025-08-05,2025-08-05,115000,2.88,165000,4.13,Master Components Limited,2025-08-07,2025-08-06,Promoters,50000,Equity Shares,17571941,Equity Shares,MASTER,Sell
Market Purchase,Vintex Tools & Machineries Private Limited,2025-08-06,2025-08-06,4871000,3.95,4859000,3.94,Shakti Pumps (India) Limited,2025-08-07,2025-08-07,Promoters,12000,Equity Shares,9571391,Equity Shares,SHAKTIPUMP,Buy
Market Purchase,Tushar Ramesh Mohata,2025-08-05,2025-08-06,3863050,16.9,3787850,16.57,Ramdevbaba Solvent Limited,2025-08-06,2025-08-06,Promoters,75200,Equity Shares,10095200,Equity Shares,RBS,Buy
Market Purchase,Preeti Nilesh Mohata,2025-08-04,2025-08-06,156800,0.69,108800,0.48,Ramdevbaba Solvent Limited,2025-08-06,2025-08-06,Promoter Group,48000,Equity Shares,6432000,Equity Shares,RBS,Buy
Market Purchase,Prashant Kisanlal Bhaiya HUF,2025-08-04,2025-08-06,419100,1.83,412700,1.8,Ramdevbaba Solvent Limited,2025-08-06,2025-08-06,Promoter Group,6400,Equity Shares,857600,Equity Shares,RBS,Buy
Market Purchase,Mr. Rohit Kedia,2025-08-05,2025-08-05,4460580,5.98,4360580,5.84,Baazar Style Retail Limited,2025-08-06,2025-08-06,Promoters,100000,Equity Shares,291,Equity Shares,STYLEBAAZA,Buy
Market Purchase,D B Power Limited,2025-08-04,2025-08-04,1182697,0.66,1149313,0.64,D.B.Corp Limited,2025-08-06,2025-08-05,Promoter Group,33384,Equity Shares,8992778,Equity Shares,DBCORP,Buy
Market Purchase,D B Power Limited,2025-08-05,2025-08-05,1211958,0.68,1182697,0.66,D.B.Corp Limited,2025-08-06,2025-08-06,Promoter Group,29261,Equity Shares,7949775,Equity Shares,DBCORP,Buy
Market Purchase,Krishnan Sudarshan,2025-08-05,2025-08-05,12500901,53.77,12485901,53.71,EMA Partners India Limited,2025-08-06,2025-08-06,Promoters,15000,Equity Shares,1397250,Equity Shares,EMAPARTNER,Buy
Market Purchase,Amit Mangilal Jain,2025-08-06,2025-08-06,123757808,66.65,123657808,66.6,Arkade Developers Limited,2025-08-06,2025-08-06,Promoters,100000,Equity Shares,17977000,Equity Shares,ARKADE,Buy
Market Purchase,Vintex Tools & Machineries Private Limited,2025-08-04,2025-08-04,4859000,3.94,4847400,3.93,Shakti Pumps (India) Limited,2025-08-06,2025-08-06,Promoter Group,11600,Equity Shares,9704975,Equity Shares,SHAKTIPUMP,Buy
Market Purchase,MANISH BINDAL,2025-08-04,2025-08-04,8884206,37.18,8883406,37.18,Tejas Cargo India Limited,2025-08-06,2025-08-05,Promoters,800,Equity Shares,200998,Equity Shares,TEJASCARGO,Buy
Market Sale,CHIMANBHAI RANCHHODBHAI PATEL,2025-08-04,2025-08-04,3696216,18.4,3716216,18.5,Australian Premium Solar (India) Limited,2025-08-05,2025-08-05,Promoters,20000,Equity Shares,10618221,Equity Shares,APS,Sell
Market Sale,AMITBHAI SHAMBHULAL THAKKAR,2025-08-04,2025-08-04,587400,13.69,643400,14.99,Sunrest Lifescience Limited,2025-08-04,2025-08-04,Promoters,56000,Equity Shares,2912000,Equity Shares,SUNREST,Sell
Market Purchase,BHAGYESH KIRITBHAI PAREKH,2025-08-04,2025-08-04,499000,11.62,542200,12.63,Sunrest Lifescience Limited,2025-08-04,2025-08-04,Promoters,43200,Equity Shares,2246400,Equity Shares,SUNREST,Sell
Market Purchase,PRITI HARESH SHAH,2025-07-31,2025-07-31,1127773,11.87,1126001,11.85,Tokyo Plast International Limited,2025-08-04,2025-07-31,Promoters,1772,Equity Shares,215439,Equity Shares,TOKYOPLAST,Buy
Market Purchase,PRITI HARESH SHAH,2025-07-30,2025-07-30,1126001,11.85,1125287,11.84,Tokyo Plast International Limited,2025-08-04,2025-07-31,Promoters,714,Equity Shares,86565,Equity Shares,TOKYOPLAST,Buy
Market Purchase,PRITI HARESH SHAH,2025-07-29,2025-07-29,1125287,11.84,1123987,11.83,Tokyo Plast International Limited,2025-08-04,2025-07-31,Promoters,1300,Equity Shares,153400,Equity Shares,TOKYOPLAST,Buy
Market Purchase,PRITI HARESH SHAH,2025-07-29,2025-07-29,1123987,11.83,1113917,11.72,Tokyo Plast International Limited,2025-08-04,2025-07-31,Promoters,10070,Equity Shares,1178190,Equity Shares,TOKYOPLAST,Buy
Market Purchase,PRITI HARESH SHAH,2025-07-28,2025-07-28,1113917,11.72,1111548,11.7,Tokyo Plast International Limited,2025-08-04,2025-07-31,Promoters,2369,Equity Shares,282882,Equity Shares,TOKYOPLAST,Buy
Market Purchase,PRITI HARESH SHAH,2025-07-31,2025-07-31,1128601,11.88,1127773,11.87,Tokyo Plast International Limited,2025-08-04,2025-07-31,Promoters,828,Equity Shares,101016,Equity Shares,TOKYOPLAST,Buy
Market Purchase,Manish Bindal,2025-08-01,2025-08-01,8883406,37.18,8873006,37.14,Tejas Cargo India Limited,2025-08-04,2025-08-02,Director,10400,Equity Shares,2424475,Equity Shares,TEJASCARGO,Buy
Market Purchase,D B Power Limited,2025-07-30,2025-07-30,1149313,0.64,1148037,0.64,D.B.Corp Limited,2025-08-03,2025-07-31,Promoter Group,1276,Equity Shares,341877,Equity Shares,DBCORP,Buy
Market Purchase,VARUN GUPTA,2025-07-31,2025-07-31,4992798,34.9,4984798,34.84,Divyadhan Recycling Industries Limited,2025-08-02,2025-08-02,Promoters,8000,Equity Shares,400000,Equity Shares,DIVYADHAN,Buy
Market Purchase,Manish Bindal,2025-07-30,2025-07-30,8873006,37.14,8869806,37.12,Tejas Cargo India Limited,2025-08-02,2025-08-01,Promoters,3200,Equity Shares,821293,Equity Shares,TEJASCARGO,Buy
Market Purchase,Tushar Ramesh Mohata,2025-07-31,2025-08-01,3787850,16.57,3771850,16.5,Ramdevbaba Solvent Limited,2025-08-02,2025-08-02,Promoters,16000,Equity Shares,2144000,Equity Shares,RBS,Buy
Market Purchase,Preeti Nilesh Mohata,2025-07-31,2025-08-01,108800,0.48,40000,0.17,Ramdevbaba Solvent Limited,2025-08-02,2025-08-02,Promoter Group,68800,Equity Shares,9140800,Equity Shares,RBS,Buy
Market Sale,AMITBHAI SHAMBHULAL THAKKAR,2025-07-31,2025-07-31,643400,14.99,649800,15.14,Sunrest Lifescience Limited,2025-08-01,2025-08-01,Promoters,6400,Equity Shares,327040,Equity Shares,SUNREST,Sell
Market Sale,BHAGYESH KIRITBHAI PAREKH,2025-07-31,2025-07-31,542200,12.63,555000,12.93,Sunrest Lifescience Limited,2025-08-01,2025-08-01,Promoters,12800,Equity Shares,654080,Equity Shares,SUNREST,Sell
Market Purchase,Rahil N. Shah,2025-07-31,2025-07-31,8750,0.03,8700,0.03,Chembond Chemicals Limited,2025-08-01,2025-07-31,Promoter Group,50,Equity Shares,9789,Equity Shares,CHEMBONDCH,Buy
Market Purchase,Rahil N. Shah,2025-07-30,2025-07-30,8700,0.03,8600,0.03,Chembond Chemicals Limited,2025-08-01,2025-07-31,Promoter Group,100,Equity Shares,22779,Equity Shares,CHEMBONDCH,Buy
Market Purchase,Rajnit Rai Jain,2025-07-31,2025-07-31,10170628,39.37,10146628,39.28,R. S. Software (India) Limited,2025-07-31,2025-07-31,Promoters,24000,Equity Shares,1874755,Equity Shares,RSSOFTWARE,Buy
Market Purchase,GOWRI TEKRIWAL,,,4008,0.02,3008,0.01,Monolithisch India Limited,2025-07-31,,Promoter Group,1000,Equity Shares,425,Equity Shares,MONOLITH,Buy
Market Purchase,GOWRI TEKRIWAL,,,3008,0.01,2008,0.01,Monolithisch India Limited,2025-07-31,,Promoter Group,1000,Equity Shares,422,Equity Shares,MONOLITH,Buy
Market Purchase,GOWRI TEKRIWAL,,,2008,0.01,1008,0,Monolithisch India Limited,2025-07-31,,Promoter Group,1000,Equity Shares,418,Equity Shares,MONOLITH,Buy
Market Purchase,GOWRI TEKRIWAL,,,1008,0,8,0,Monolithisch India Limited,2025-07-31,,Promoter Group,1000,Equity Shares,418,Equity Shares,MONOLITH,Buy
Market Sale,BNP Paribas SA,2025-07-30,2025-07-30,62327588,22.33,62382634,22.35,Geojit Financial Services Limited,2025-07-31,2025-07-31,Promoters,55046,Equity Shares,4081909,Equity Shares,GEOJITFSL,Sell
Market Purchase,Anbee Constructions LLP,2025-07-30,2025-07-30,13358944,12.13,13333944,12.11,Shoppers Stop Limited,2025-07-31,2025-07-30,Promoter Group,25000,Equity Shares,13120750,Equity Shares,SHOPERSTOP,Buy
Market Purchase,Cape Trading LLP,2025-07-30,2025-07-30,13358944,12.13,13333944,12.11,Shoppers Stop Limited,2025-07-31,2025-07-30,Promoter Group,25000,Equity Shares,13124750,Equity Shares,SHOPERSTOP,Buy
Market Purchase,DHARMENDRA MANHARLAL DOSHI,2025-07-30,2025-07-30,5389800,21.77,5386600,21.76,Yash Optics & Lens Limited,2025-07-30,2025-07-30,Promoters,3200,Equity Shares,294320,Equity Shares,YASHOPTICS,Buy
Market Purchase,Ashish Kukreja,2025-07-29,2025-07-30,1516812,47.02,1516512,47.01,Homesfy Realty Limited,2025-07-30,2025-07-30,Promoters,300,Equity Shares,85020,Equity Shares,HOMESFY,Buy
Market Sale,BNP Paribas SA,2025-07-28,2025-07-29,62382634,22.35,62640736,22.44,Geojit Financial Services Limited,2025-07-30,2025-07-30,Promoters,258102,Equity Shares,19111488,Equity Shares,GEOJITFSL,Sell
Market Purchase,D B Power Limited,2025-07-29,2025-07-29,1148037,0.64,1147192,0.64,D.B.Corp Limited,2025-07-30,2025-07-30,Promoter Group,845,Equity Shares,226607,Equity Shares,DBCORP,Buy
Market Purchase,D B Power Limited,2025-07-29,2025-07-29,1147192,0.64,1134641,0.64,D.B.Corp Limited,2025-07-30,2025-07-30,Promoter Group,12551,Equity Shares,3362526,Equity Shares,DBCORP,Buy
Market Purchase,D B Power Limited,2025-07-28,2025-07-28,1134641,0.64,1134472,0.64,D.B.Corp Limited,2025-07-30,2025-07-29,Promoter Group,169,Equity Shares,46017,Equity Shares,DBCORP,Buy
Market Purchase,D B Power Limited,2025-07-28,2025-07-28,1134472,0.64,1034518,0.58,D.B.Corp Limited,2025-07-30,2025-07-29,Promoter Group,99954,Equity Shares,26840138,Equity Shares,DBCORP,Buy
Market Purchase,MITESHKUMAR CHAMPAKLAL GANDHI,2025-07-25,2025-07-25,717028,8.83,712528,8.77,Mahickra Chemicals Limited,2025-07-29,2025-07-25,Promoters,4500,Equity Shares,587250,Equity Shares,MAHICKRA,Buy
Market Purchase,MITESHKUMAR CHAMPAKLAL GANDHI,2025-07-25,2025-07-25,712528,8.77,711778,8.76,Mahickra Chemicals Limited,2025-07-29,2025-07-25,Promoters,750,Equity Shares,97838,Equity Shares,MAHICKRA,Buy
Market Purchase,Starwings Realtors Private Limited,2025-07-28,2025-07-28,296000,0.69,Nil,0,Ganesh Infraworld Limited,2025-07-29,2025-07-29,Promoter Group,296000,Equity Shares,60062317,Equity Shares,GANESHIN,Buy
Market Purchase,Renosen Pharmaceuticals Private Limited,2025-07-28,2025-07-28,2705219,5.87,2702219,5.87,Senores Pharmaceuticals Limited,2025-07-29,2025-07-28,Promoter Group,3000,Equity Shares,1935480,Equity Shares,SENORES,Buy
Market Sale,BHARATKUMAR VARDHILAL THAKKAR,2025-07-28,2025-07-28,575800,13.41,675000,15.73,Sunrest Lifescience Limited,2025-07-29,2025-07-29,Promoters,99200,Equity Shares,5085984,Equity Shares,SUNREST,Sell
Market Purchase,Chetan Bipinchandra Shah,2025-07-28,2025-07-28,4050,0.01,3550,0.01,Senores Pharmaceuticals Limited,2025-07-29,2025-07-29,Director,500,Equity Shares,331520,Equity Shares,SENORES,Buy
Market Purchase,SHARMILA TEKRIWAL,,,20008,0.09,16008,0.07,Monolithisch India Limited,2025-07-29,,Promoters,4000,Equity Shares,415,Equity Shares,MONOLITH,Buy
Market Purchase,D B Power Limited,2025-07-24,2025-07-24,1025518,0.58,1004481,0.56,D.B.Corp Limited,2025-07-28,2025-07-25,Promoter Group,21037,Equity Shares,5894875,Equity Shares,DBCORP,Buy
Market Purchase,D B Power Limited,2025-07-25,2025-07-25,1034518,0.58,1025518,0.58,D.B.Corp Limited,2025-07-28,2025-07-26,Promoter Group,9000,Equity Shares,2519771,Equity Shares,DBCORP,Buy
Market Sale,Aksara Commercial Private Limited,2025-07-23,2025-07-24,61580741,6.33,61780741,6.35,DPSC Limited,2025-07-28,2025-07-25,Promoter Group,200000,Equity Shares,2611126,Equity Shares,DPSCLTD,Sell
Market Sale,BOMMI SUREKHA REDDY,2025-07-25,2025-07-25,91733,0.15,556733,0.92,Dodla Dairy Limited,2025-07-26,2025-07-26,Promoter Group,465000,Equity Shares,594025810,Equity Shares,DODLA,Sell
Market Sale,Mentor Capital Limited,2025-07-25,2025-07-25,10590936,6.24,16390936,9.65,Authum Investment & Infrastructure Limited,2025-07-25,2025-07-25,Promoters,5800000,Equity Shares,13070728040,Equity Shares,AIIL,Sell
Market Purchase,SHARMILA TEKRIWAL,,,1008,0,8,0,Monolithisch India Limited,2025-07-25,,Promoters,1000,Equity Shares,400,Equity Shares,MONOLITH,Buy
Market Purchase,SHARMILA TEKRIWAL,,,15008,0.07,8,0,Monolithisch India Limited,2025-07-25,,Promoters,15000,Equity Shares,418,Equity Shares,MONOLITH,Buy
Market Purchase,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,2025-07-24,2025-07-25,148858994,16.5,141388994,15.67,Paisalo Digital Limited,2025-07-25,2025-07-25,Promoter Group,7470000,Equity Shares,248563367,Equity Shares,PAISALO,Buy
Market Sale,Valluri Varaprasada Rao,2025-05-19,2025-05-19,17372,0.19,17979,0.2,Vineet Laboratories Limited,2025-07-24,2025-07-23,Promoters,607,Equity Shares,20237,Equity Shares,VINEETLAB,Sell
Market Sale,Valluri Varaprasada Rao,2025-06-30,2025-06-30,14000,0.15,17372,0.19,Vineet Laboratories Limited,2025-07-24,2025-07-23,Promoters,3372,Equity Shares,110500,Equity Shares,VINEETLAB,Sell
Market Purchase,D B Power Limited,2025-07-23,2025-07-23,1004481,0.56,983015,0.55,D.B.Corp Limited,2025-07-24,2025-07-24,Promoter Group,21466,Equity Shares,6050780,Equity Shares,DBCORP,Buy
Market Purchase,D B Power Limited,2025-07-22,2025-07-22,983015,0.55,961100,0.54,D.B.Corp Limited,2025-07-24,2025-07-23,Promoter Group,21915,Equity Shares,6243086,Equity Shares,DBCORP,Buy
Market Purchase,Manish Bindal,2025-07-22,2025-07-22,8869806,37.12,8866606,37.11,Tejas Cargo India Limited,2025-07-24,2025-07-23,Promoters,3200,Equity Shares,706438,Equity Shares,TEJASCARGO,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2080960,9.58,2079960,9.57,Monolithisch India Limited,2025-07-23,2025-07-23,Promoters,1000,Equity Shares,408,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2081960,9.59,2079960,9.57,Monolithisch India Limited,2025-07-23,2025-07-23,Promoters,2000,Equity Shares,407,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2088960,9.62,2079960,9.57,Monolithisch India Limited,2025-07-23,2025-07-23,Promoters,9000,Equity Shares,409,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2080960,9.58,2079960,9.57,Monolithisch India Limited,2025-07-23,2025-07-23,Promoters,1000,Equity Shares,410,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2085960,9.61,2079960,9.57,Monolithisch India Limited,2025-07-23,2025-07-23,Promoters,6000,Equity Shares,409,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2086960,9.61,2079960,9.57,Monolithisch India Limited,2025-07-23,2025-07-23,Promoters,7000,Equity Shares,409,Equity Shares,MONOLITH,Buy
Market Purchase,PRABHAT TEKRIWAL,,,2080960,9.58,2079960,9.57,Monolithisch India Limited,2025-07-23,2025-07-23,Promoters,1000,Equity Shares,409,Equity Shares,MONOLITH,Buy
Market Sale,Ignatius Navil Noronha,2025-07-22,2025-07-22,12572414,1.93,12582414,1.93,Avenue Supermarts Limited,2025-07-23,2025-07-22,Director,10000,Equity Shares,40352400,Equity Shares,DMART,Sell
